,user_id,rating,title
123,277554,9,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle)
124,277563,5,Last Man Standing
125,277568,5,Safe Harbor
126,277575,5,East of Eden (Oprah's Book Club)
127,277589,8,Harmful Intent
128,277598,8,The Reader
129,277601,3,The Corrections: A Novel
130,277601,7,The Law of Similars
131,277623,5,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times
132,277623,9,Once upon a More Enlightened Time: More Politically Correct Bedtime Stories
133,277623,4,The Diary of Ellen Rimbauer: My Life at Rose Red
134,277623,8,Tears of the Giraffe (No.1 Ladies Detective Agency)
135,277629,4,The Laws of Our Fathers
136,277629,8,The Runaway Jury
137,277629,6,The Cardinal of the Kremlin (Jack Ryan Novels)
138,277629,7,Shock Wave (Dirk Pitt Adventures (Paperback))
139,277629,8,FLOOD TIDE
140,277633,7,Still Life with Woodpecker
141,277639,6,Mystic River
142,277639,5,Hornet's Nest
143,277639,8,A Time to Kill
144,277639,8,Darkness
145,277639,7,Fear Nothing
146,277639,8,Relic
147,277641,7,Lying Awake
148,277641,8,Le Divorce (William Abrahams Book)
149,277662,5,The Cat Who Lived High
150,277698,6,The Catcher in the Rye
151,277710,4,Prey
152,277710,6,The Jester
153,277710,5,"The Gunslinger (The Dark Tower, Book 1)"
154,277710,5,"The Waste Lands (The Dark Tower, Book 3)"
155,277722,8,The Beekeeper's Apprentice
156,277722,8,The Bonesetter's Daughter
157,277743,9,To Kill a Mockingbird
158,277744,8,Triggerfish Twist
159,277744,7,The Corrections: A Novel
160,277744,3,The Hobbit : The Enchanting Prelude to The Lord of the Rings
161,277744,8,Women Who Run with the Wolves
162,277744,9,"The Dilbert Principle: A Cubicle'S-Eye View of Bosses, Meetings, Management Fads &amp; Other Workplace Afflictions"
163,277744,10,50 Simple Things You Can Do to Save the Earth
164,277752,7,The Lovely Bones: A Novel
165,277752,8,The House on Mango Street (Vintage Contemporaries)
166,277759,7,Jane Eyre (Bantam Classics)
167,277761,8,Drowning Ruth
168,277764,9,Lord of the Flies
169,277776,7,The Hobbit : The Enchanting Prelude to The Lord of the Rings
170,277778,8,The Bean Trees
171,277783,8,Rebecca
172,277795,5,Harriet the Spy
173,277802,6,The Adventures of Huckleberry Finn (Bantam Classics)
174,277807,5,While I Was Gone
175,277823,8,The Devil's Arithmetic
176,277827,9,Rebecca
177,277828,8,Rebecca
178,277835,10,Hatchet
179,277844,8,The Devil's Arithmetic
180,277873,10,Fast Food Nation
181,277873,6,Stealing Shadows (Shadows Trilogy (Paperback))
182,277873,7,Falling Leaves: The True Story of an Unwanted Chinese Daughter
183,277877,5,Shadow Prey
184,277884,7,Neverwhere
185,277898,8,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper))
186,277901,8,Wouldn't Take Nothing for My Journey Now
187,277904,7,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover))
188,277911,10,Without Remorse
189,277915,7,SHIPPING NEWS
190,277922,7,Sole Survivor
191,277922,6,The Street Lawyer
192,277922,7,The Switch
193,277923,9,Into Thin Air : A Personal Account of the Mt. Everest Disaster
194,277928,9,Smilla's Sense of Snow
195,277928,7,Payment in Blood
196,277937,9,Bel Canto: A Novel
197,277937,7,The Lovely Bones
198,277937,7,Falling Angels
199,277937,6,Sula
200,277938,9,The Stone Monkey (Lincoln Rhyme Novels (Paperback))
201,277945,6,Welcome to Temptation
202,277945,6,Full Blast (Janet Evanovich's Full Series)
203,277945,7,Sea Swept (Quinn Brothers (Paperback))
204,277945,7,Rising Tides
205,277945,7,Inner Harbor (Quinn Brothers (Paperback))
206,277945,7,The Cat Who Went Up the Creek
207,277945,7,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)"
208,277945,8,Birthright
209,277959,10,The Woman Next Door
210,277959,6,Catch Me If You Can: The True Story of a Real Fake
211,277965,8,The Law of Similars
212,277965,9,Into Thin Air : A Personal Account of the Mount Everest Disaster
213,277965,9,Ice Bound: A Doctor's Incredible Battle for Survival at the South Pole
214,277965,7,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series)
215,277982,8,The Millionaire Next Door: The Surprising Secrets of America's Wealthy
216,277984,10,Winter Moon
217,277984,10,Last Man Standing
218,278007,6,The Pilot's Wife : A Novel
219,278007,7,Thousand Acres
220,278026,8,Legal Tender
221,278026,5,Mystic River
222,278026,8,Blindsighted
223,278026,9,Gone For Good
224,278026,8,The Maze
225,278026,8,Manhattan Hunt Club
226,278026,6,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback))
227,278026,8,Dead Sleep
228,278026,8,Judas Child
229,278026,8,Carolina Moon
230,278026,7,Daddy's Little Girl
231,278044,7,Guilty as Sin
232,278063,7,Anthem
233,278069,7,Judas Child
234,278079,5,Writ of Execution
235,278100,8,The Shining
236,278106,9,Songs in Ordinary Time (Oprah's Book Club (Paperback))
237,278112,8,The Partner
238,278112,6,Home Song
239,278119,9,Chasing the Dime
240,278131,8,Five Quarters of the Orange
241,278137,7,Interview with the Vampire
242,278137,8,Island of the Blue Dolphins (Laurel Leaf Books)
243,278137,8,The Joy Luck Club
244,278137,9,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper))
245,278159,5,Evening Class
246,278160,8,Drums of Autumn
247,278162,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
248,278176,9,Wild Animus
249,278181,7,Second Nature
250,278185,7,The Sky Is Falling
251,278185,4,Icy Sparks
252,278188,8,Eden Close
253,278188,8,One True Thing
254,278188,9,This Year It Will Be Different: And Other Stories
255,278188,9,The Street Lawyer
256,278188,7,Awakening
257,278188,5,The Conquest
258,278194,7,Coastliners : A Novel
259,278194,7,East of the Mountains (Vintage Contemporaries (Paperback))
260,278194,9,Cold Sassy Tree
261,278194,7,The King of Torts
262,278194,8,The Temple of My Familiar
263,278194,6,Peace Like a River
264,278197,7,Prime Cut
265,278200,7,The Water Is Wide
266,278202,3,The Sky Is Falling
267,278202,2,At Home in Mitford (The Mitford Years)
268,278202,4,Fast Women
269,278202,1,Standoff
270,278202,8,On the Street Where You Live : A Novel
271,278218,7,The God of Small Things
272,278218,7,Watership Down
273,278220,8,She's Come Undone (Oprah's Book Club (Paperback))
274,278221,7,Whispers
275,278221,9,One Door Away from Heaven
276,278221,8,Daddy's Little Girl
277,278221,9,The Joy Luck Club
278,278243,7,A Heartbreaking Work of Staggering Genius
279,278243,8,SHIPPING NEWS
280,278246,8,"The Fellowship of the Ring (The Lord of the Rings, Part 1)"
281,278255,8,Nerd in Shining Armor
282,278259,10,Night over Water
283,278263,8,"Truly, Madly Manhattan"
284,278297,9,Salem Falls
285,278300,7,The Surgeon
286,278314,7,Outlander
287,278314,7,The Bonesetter's Daughter
288,278314,2,My Dream of You
289,278333,10,The Street Lawyer
290,278336,9,Being Dead : A Novel
291,278342,8,SHIPPING NEWS
292,278350,9,The Red Tent (Bestselling Backlist)
293,278356,10,Harry Potter and the Goblet of Fire (Book 4)
294,278361,7,Bitter Harvest
295,278388,8,Carter Beats the Devil
296,278390,7,Total Recall: A V.I. Warshawski Novel
297,278390,4,Isle of Dogs
298,278390,7,Writ of Execution
299,278390,8,If Looks Could Kill
300,278390,9,The Robber Bride
301,278390,10,The Temple of My Familiar
302,278411,8,The Bachelor (Warner Books Contemporary Romance)
303,278418,10,Green Eggs and Ham (I Can Read It All by Myself Beginner Books)
304,278418,7,Purity in Death
305,278418,7,Daddy
306,278418,8,Carolina Moon
307,278418,9,Pearl
308,278418,5,I'm Not Really Here
309,278422,9,To Kill a Mockingbird
310,278422,8,The Blind Assassin
311,278483,8,Mystic River
312,278487,10,The Next Accident
313,278522,7,The Concrete Blonde (A Harry Bosch Novel)
314,278522,7,Cuba Libre
315,278535,10,Legal Tender
316,278535,8,Easy Prey
317,278535,9,Violets Are Blue
318,278535,8,H Is for Homicide (Kinsey Millhone Mysteries (Paperback))
319,278536,6,James Herriot's Cat Stories
320,278536,8,Into the Forest
321,278545,9,Weep No More My Lady
322,278550,10,"The Fellowship of the Ring (The Lord of the Rings, Part 1)"
323,278551,7,"The Subtle Knife (His Dark Materials, Book 2)"
324,278551,5,Northern Lights (His Dark Materials S.)
325,278552,9,My Point...And I Do Have One
326,278552,7,She's Come Undone (Oprah's Book Club)
327,278552,8,SHIPPING NEWS
328,278554,8,The Girls' Guide to Hunting and Fishing
329,278554,8,About a Boy
330,278554,10,Joy School (Ballantine Reader's Circle)
331,278561,7,The Beach House
332,278582,5,One for the Money (A Stephanie Plum Novel)
333,278582,10,The Mists of Avalon
334,278582,8,Imitation in Death (Eve Dallas Mysteries (Paperback))
335,278582,10,The Songcatcher: A Ballad Novel
336,278586,3,The Loop
337,278601,8,The Things They Carried
338,278633,10,I Know This Much Is True
339,278633,7,Songs in Ordinary Time (Oprah's Book Club (Paperback))
340,278633,7,Icy Sparks
341,278633,8,Lucky : A Memoir
342,278633,9,The Lovely Bones: A Novel
343,278633,7,A Virtuous Woman (Oprah's Book Club (Paperback))
344,278633,9,Cold Sassy Tree
345,278633,5,"The Drawing of the Three (The Dark Tower, Book 2)"
346,278633,10,Plantation: A Lowcountry Tale
347,278633,8,The Bell Jar
348,278633,8,Jewel
349,278633,9,Sole Survivor
350,278633,9,Tell Me Your Dreams
351,278633,8,The Pact: A Love Story
352,278633,8,Embraced by the Light
353,278641,9,Ender's Game (Ender Wiggins Saga (Paperback))
354,278645,8,Prodigal Summer: A Novel
355,278663,4,The Bean Trees
356,278663,10,Evening Class
357,278663,7,After the Fire
358,278694,9,The Stone Monkey (Lincoln Rhyme Novels (Paperback))
359,278724,8,Possession : A Romance
360,278755,1,Into Thin Air : A Personal Account of the Mt. Everest Disaster
361,278773,7,A New Song (Mitford Years (Paperback))
362,278773,8,Mystic River
363,278773,3,Sticks &amp; Scones
364,278786,6,Riptide
365,278798,7,White Oleander : A Novel (Oprah's Book Club)
366,278798,7,The Diary of Ellen Rimbauer: My Life at Rose Red
367,278807,10,N Is for Noose
368,278820,3,Cold Fire
369,278824,6,The Summerhouse
370,278828,8,The Summerhouse
371,278832,10,Chicken Soup for the Soul (Chicken Soup for the Soul)
372,278832,10,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul)
373,278832,10,"Chicken Soup for the Cat and Dog Lover's Soul - Celebrating Pets as Family with Stories About Cats, Dogs and Other Critters"
374,278843,9,Divine Secrets of the Ya-Ya Sisterhood : A Novel
375,278843,9,Icy Sparks
376,278843,8,Cat's Eye
377,278843,9,The Bonesetter's Daughter
378,278843,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
379,278843,9,The Things They Carried
380,278843,8,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series)
381,278851,8,Life's Little Instruction Book (Life's Little Instruction Books (Paperback))
382,278854,7,A Virtuous Woman (Oprah's Book Club (Paperback))
383,278854,7,Hornet's Nest
384,278854,8,Ashes to Ashes
385,9,6,Beloved (Plume Contemporary Fiction)
386,16,9,Airframe
387,26,10,To Kill a Mockingbird
388,44,8,This Year It Will Be Different: And Other Stories
389,51,9,The Street Lawyer
390,75,5,Life's Little Instruction Book (Life's Little Instruction Books (Paperback))
391,91,9,The Catcher in the Rye
392,99,8,Fast Women
393,99,3,The Pillars of the Earth
394,114,9,The Alibi
395,114,9,The Beach House
396,114,9,Dead Aim
397,125,10,Midnight in the Garden of Good and Evil: A Savannah Story
398,165,9,Little Altars Everywhere: A Novel
399,165,5,The Beach House
400,169,7,Slow Waltz in Cedar Bend
401,178,6,Hush
402,185,10,Rebecca
403,224,8,Wish You Well
404,228,7,Crow Lake (Today Show Book Club #7)
405,228,9,My Antonia
406,242,10,The Martian Chronicles
407,243,10,The Bean Trees
408,243,7,The God of Small Things
409,243,9,The Pilot's Wife : A Novel
410,243,9,Me Talk Pretty One Day
411,243,9,Unnatural Exposure
412,243,7,A Painted House
413,243,6,Manhattan Hunt Club
414,243,5,Chicken Soup for the Soul (Chicken Soup for the Soul)
415,244,7,The God of Small Things
416,244,9,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right
417,244,8,Secret History
418,244,6,Chicken Soup for the Soul (Chicken Soup for the Soul)
419,244,6,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper))
420,254,9,"The Golden Compass (His Dark Materials, Book 1)"
421,254,9,"The Subtle Knife (His Dark Materials, Book 2)"
422,254,10,American Gods
423,254,10,Neverwhere
424,254,9,American Gods: A Novel
425,254,8,Stardust
426,254,9,The Bonesetter's Daughter
427,254,9,Harry Potter and the Goblet of Fire (Book 4)
428,254,8,Something Wicked This Way Comes
429,254,9,Harry Potter and the Sorcerer's Stone (Book 1)
430,254,8,"The Fellowship of the Ring (The Lord of the Rings, Part 1)"
431,254,7,She's Come Undone (Oprah's Book Club)
432,254,8,"The Golden Compass (His Dark Materials, Book 1)"
433,256,9,October Sky: A Memoir
434,256,8,A Painted House
435,272,7,The Tortilla Curtain
436,280,7,The Catcher in the Rye
437,300,5,Neanderthal: A Novel
438,383,10,Blackberry Wine : A Novel
439,383,10,The Firm
440,383,10,Mostly Harmless
441,383,5,An Accidental Woman
442,387,9,Jane Eyre
443,388,3,Little Altars Everywhere: A Novel
444,388,7,London : The Novel
445,388,10,Cavedweller
446,388,10,The Robber Bride
447,388,5,Prozac Nation: Young and Depressed in America : A Memoir
448,388,7,The Four Agreements: A Practical Guide to Personal Freedom
449,424,7,Le Divorce (William Abrahams Book)
450,424,6,She's Come Undone (Oprah's Book Club)
451,433,5,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1)
452,440,10,The Shining
453,440,7,The Diary of Ellen Rimbauer: My Life at Rose Red
454,441,7,The Sky Is Falling
455,441,8,Mount Vernon Love Story : A Novel of George and Martha Washington
456,444,7,Be Cool
457,446,3,Isle of Dogs
458,476,5,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover))
459,486,8,Little Altars Everywhere: A Novel
460,487,7,Summer Island
461,487,8,The Kiss
462,487,7,The Street Lawyer
463,493,8,The Partner
464,496,8,Night Sins
465,503,10,Angela's Ashes: A Memoir
466,503,10,"A Child Called \It\"": One Child's Courage to Survive"""
467,507,9,The Rosewood Casket
468,507,7,Guilty as Sin
469,507,7,Stealing Shadows (Shadows Trilogy (Paperback))
470,507,7,The Perfect Husband
471,507,7,Out of the Shadows (Shadows Trilogy (Paperback))
472,507,7,Touching Evil
473,507,9,"The Golden Compass (His Dark Materials, Book 1)"
474,507,8,The Morning After
475,512,5,Someone to Watch Over Me : A Novel
476,537,7,Dark Lady
477,567,10,On the Road (Penguin 20th Century Classics)
478,595,9,The Girls' Guide to Hunting and Fishing
479,619,6,The True and Outstanding Adventures of the Hunt Sisters: A Novel
480,619,9,The Time Traveler's Wife
481,638,10,The Lovely Bones: A Novel
482,638,10,Four Blind Mice
483,638,9,2nd Chance
484,638,10,The Catcher in the Rye
485,638,10,Me Talk Pretty One Day
486,638,10,Barrel Fever : Stories and Essays (Barrel Fever)
487,638,9,A Time to Kill
488,638,10,Skipping Christmas
489,638,9,A Walk to Remember
490,638,10,Nights in Rodanthe
491,638,8,Angel Falls
492,638,7,Bridget Jones : The Edge of Reason
493,638,9,Blackbird: A Childhood Lost and Found
494,638,10,The Reader
495,638,7,"Girl, Interrupted"
496,643,7,FORREST GUMP (Movie Tie in)
497,643,8,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President
498,643,2,Pride &amp; Prejudice (Wordsworth Classics)
499,651,7,Saving Grace
500,677,8,Mostly Harmless
501,695,7,The Door to December
502,709,3,The Lovely Bones: A Novel
503,709,10,The Giver (21st Century Reference)
504,713,10,Reader
505,714,7,The Dead Zone
506,726,10,"For Better, for Worse: A Novel"
507,726,10,The Forest House
508,735,4,Charming Billy
509,735,7,Guilt
510,735,9,Granny Dan
511,735,9,Chasing the Dime
512,756,5,Natural Causes
513,757,8,Degree of Guilt
514,763,8,Wuthering Heights
515,763,10,SHIPPING NEWS
516,763,10,Fight Club
517,769,10,The Unbearable Lightness of Being
518,771,10,A Spell for Chameleon (Xanth Novels (Paperback))
519,774,8,Anne of Green Gables (Anne of Green Gables Novels (Paperback))
520,777,9,A Little Princess
521,778,10,Isle of Dogs
522,780,10,Patty Jane's House of Curl (Ballantine Reader's Circle)
523,786,6,The Survivors Club
524,805,10,Where the Sidewalk Ends : Poems and Drawings
525,805,7,Divine Secrets of the Ya-Ya Sisterhood: A Novel
526,805,10,White Noise (Contemporary American Fiction)
527,805,4,Felicia's Journey
528,805,10,One Hundred Years of Solitude
529,805,9,Interpreter of Maladies
530,805,8,JITTERBUG PERFUME
531,805,8,She's Come Undone (Oprah's Book Club (Paperback))
532,805,10,Invisible Man
533,805,8,STONES FROM THE RIVER
534,819,5,Different Seasons
535,819,5,CUCKOO'S EGG
536,824,5,The House on Mango Street (Vintage Contemporaries)
537,828,10,The Demon-Haunted World: Science As a Candle in the Dark
538,834,7,The Perks of Being a Wallflower
539,843,8,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover))
540,882,10,Bridge to Terabithia
541,882,5,Table For Two
542,882,10,The River King
543,882,9,Name of the Rose
544,882,10,The Alienist
545,882,4,"Forever... : A Novel of Good and Evil, Love and Hope"
546,882,9,Midnight in the Garden of Good and Evil: A Savannah Story
547,882,5,Trading Places
548,885,9,Awakening
549,885,5,The Joy Luck Club
550,899,2,Wild Animus
551,900,9,Divine Secrets of the Ya-Ya Sisterhood: A Novel
552,901,9,Angelas Ashes
553,902,8,"Last Dance, Last Chance (Ann Rule's Crime Files)"
554,929,7,Dragonsdawn
555,929,7,Rush Limbaugh Is a Big Fat Idiot: And Other Observations
556,929,8,The Thief Lord
557,929,6,The Loop
558,929,6,"Valley of the Horses (Auel, Jean M. , Earth's Children.)"
559,929,10,Anne Frank: The Diary of a Young Girl
560,938,9,Confessions of a Shopaholic (Summer Display Opportunity)
561,1003,5,The Songcatcher: A Ballad Novel
562,1008,9,The Red Tent (Bestselling Backlist)
563,1009,8,Flashback
564,1016,7,Shock
565,1022,10,A Lesson Before Dying (Vintage Contemporaries (Paperback))
566,1022,8,Operating Instructions: A Journal of My Son's First Year
567,1024,5,Jewel
568,1025,5,Divine Secrets of the Ya-Ya Sisterhood: A Novel
569,1025,10,The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002)
570,1025,9,The Prophet
571,1025,9,Blackberry Wine
572,1025,9,Angela's Ashes: A Memoir
573,1031,7,The Sinner
574,1032,8,A Tree Grows in Brooklyn
575,1032,10,Cold Sassy Tree
576,1032,10,To Kill a Mockingbird
577,1060,8,Shopgirl
578,1063,5,Kitchen
579,1075,7,The Lovely Bones: A Novel
580,1075,10,"The Devil in the White City : Murder, Magic, and Madness at the Fair That Changed America (Illinois)"
581,1075,9,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail)
582,1082,10,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper))
583,1108,7,Skipping Christmas
584,1116,6,Valhalla Rising (Dirk Pitt Adventures (Paperback))
585,1118,9,Hitchhikers's Guide to the Galaxy
586,1129,7,At Home in Mitford (The Mitford Years)
587,1129,6,The Partner
588,1131,8,Bel Canto: A Novel
589,1131,7,Little Altars Everywhere: A Novel
590,1131,6,Faking It
591,1131,9,Bird by Bird: Some Instructions on Writing and Life
592,1131,7,The Big Sleep
593,1131,8,Out of Sight
594,1131,7,On Mystic Lake
595,1131,7,Sense and Sensibility
596,1131,8,Emma
597,1140,10,Kitchen
598,1155,9,The Green Mile
599,1161,5,The Wailing Wind
600,1161,5,A Heartbreaking Work of Staggering Genius
601,1167,5,Apocalipstick
602,1178,2,Island of the Blue Dolphins (Laurel Leaf Books)
603,1180,10,Shadow of the Hegemon (Ender Wiggins Saga (Paperback))
604,1184,7,The Night Crew
605,1211,8,The Dark Room
606,1235,9,Congo
607,1248,10,"House Harkonnen (Dune: House Trilogy, Book 2)"
608,1249,8,Before I Say Good-Bye : A Novel
609,1254,10,What to Expect the First Year
610,1259,7,The Alchemist: A Fable About Following Your Dream
611,1261,8,Me Talk Pretty One Day
612,1261,6,Big Stone Gap: A Novel (Ballantine Reader's Circle)
613,1261,8,Miss Julia Speaks Her Mind : A Novel
614,1263,9,Fear of Flying
615,1264,8,The Reader
616,1281,7,Back When We Were Grownups : A Novel (Ballantine Reader's Circle)
617,1293,10,To Kill a Mockingbird
618,1309,7,The Beach House
619,1309,10,Easy Prey
620,1309,10,"The Web (Alex Delaware Series, No. 10)"
621,1343,10,Northern Lights (His Dark Materials S.)
622,1344,8,Darkness
623,1359,7,Lord of the Flies
624,1368,7,Dead Ringer
625,1368,5,Blackwood Farm (The Vampire Chronicles)
626,1376,8,Timeline
627,1376,9,Atlantis Found
628,1377,8,The Partner
629,1389,9,The Alienist
630,1396,10,Notes from a Small Island
631,1409,5,The Cat Who Saw Stars (Cat Who... (Paperback))
632,1412,9,Pope Joan (Ballantine Reader's Circle)
633,1412,9,Into Thin Air : A Personal Account of the Mt. Everest Disaster
634,1412,9,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13)
635,1424,8,Prey
636,1424,5,The Bean Trees
637,1424,7,Year of Wonders
638,1424,6,East of the Mountains
639,1424,8,Plain Truth
640,1424,8,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail)
641,1424,6,The Joy Luck Club
642,1427,10,The Alchemist: A Fable About Following Your Dream
643,1435,10,The Bean Trees
644,1435,5,Congo
645,1435,7,A Case of Need
646,1435,10,The Ultimate Hitchhiker's Guide
647,1435,8,Angela's Ashes: A Memoir
648,1435,5,Wild Animus
649,1435,6,Even Cowgirls Get the Blues
650,1435,10,Chicken Soup for the Soul (Chicken Soup for the Soul)
651,1435,4,My Dream of You
652,1436,6,The Rainmaker
653,1448,6,Flesh and Blood
654,1486,5,Wild Animus
655,1489,8,Into Thin Air : A Personal Account of the Mt. Everest Disaster
656,1500,7,Secret History
657,1504,8,Jurassic Park
658,1511,7,Hocus Pocus
659,1513,8,SHIPPING NEWS
660,1515,9,The Perks of Being a Wallflower
661,1530,8,A Painted House
662,1548,5,The Lost World
663,1548,8,A Cup of Tea (Ballantine Reader's Circle)
664,1548,8,Here on Earth
665,1548,8,Ender's Game (Ender Wiggins Saga (Paperback))
666,1554,9,The Giver (Readers Circle)
